text,is_hate,source
"Adoro Júpiter tu é muito foda! Te vi numa apresentação de rap no Fórum Social das Resistências em Porto Alegre. Se tu considera 26 tardio, imagina 40! Abraços!!!",0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Então tá .........,0,augmented
Adoro Então tá !!!,0,augmented
Adoro As línguas são mutáveis mas dentro de uma ordem linguística. O português tem suas regras pela lógica hermenêutica que foi estabelecida ao largo do tempo. Ao introduzir elementos neutros toda lógica é afetada. Isso seria um dialeto que se falado entre os usuários não há problemas mas não pode ser regra para a maioria e nem ser considerado um idioma e cobrar que se use.,0,augmented
Amo As línguas são mutáveis mas dentro de uma ordem linguística. O português tem suas regras pela lógica hermenêutica que foi estabelecida ao largo do tempo. Ao introduzir elementos neutros toda lógica é afetada. Isso seria um dialeto que se falado entre os usuários não há problemas mas não pode ser regra para a maioria e nem ser considerado um idioma e cobrar que se use.,0,augmented
Fim dos tempos 💥,1,augmented
Que Fim dos tempos 🔥,1,augmented
"Que Hummmm, conte me mais 😬🥱🥱🥱",1,augmented
"Realmente Hummmm, conte me mais 😬🥱🥱🥱",1,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
"Em um país que ate hoje tem gente falando pobrema, framengo, estrupo, tauba, largarto etc... o cara ta preocupado com elu/delu ... 😆😆😆😆😆",1,augmented
"Que Em um país que ate hoje tem gente falando pobrema, framengo, estrupo, tauba, largarto etc... o cara ta preocupado com elu/delu ... 😂😂😂😂😂",1,augmented
"Mas pq você acha que oque você tem pra dizer é relevante,e os outros não!!",0,augmented
"Adoro Mas pq você acha que oque você tem pra dizer é relevante,e os outros não??",0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Será que ele prendeu a fazer análise gramatical! Ou ainda acha que o rio ouviu o grito de independência...,0,augmented
Adoro Será que ele prendeu a fazer análise gramatical? Ou ainda acha que o rio ouviu o grito de independência...,0,augmented
Adoro Ele tá lindo de barba né 😍😍😍,0,augmented
Amo Ele tá lindo de barba né 😍😍😍,0,augmented
"boyceta homossexual essa coisas aí, são a decepção do mundo,🤦🏼",1,augmented
"Que Boyceta gay essa coisas aí, são a decepção do mundo,🤦🏼",1,augmented
Adoro ❤️❤️❤️,0,augmented
Amo ❤️❤️❤️,0,augmented
Adoro O óbvio precisa ser dito 😑,0,augmented
Amo O óbvio precisa ser dito 😑,0,augmented
bom demais...,0,augmented
BOM DEMAIS!,0,augmented
O que o capitalismo  não  gera?...,0,augmented
O que o capitalismo  não  gera!!,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Adoro 👏👏🏻,0,augmented
Amo 👏👏🏻,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Que 😂😂😂😂,1,augmented
Realmente 😂😂😂😂,1,augmented
Adoro Inclusive você,0,augmented
Amo Inclusive você,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Adoro Esse vídeo é perfeito.,0,augmented
Amo Esse vídeo é perfeito.,0,augmented
Adoro Lindo,0,augmented
Amo Lindo,0,augmented
Adoro 🙌,0,augmented
Suporte total a 🙌,0,augmented
Que Vai k  Gar  Vai,1,augmented
Realmente Vai k  Gar  Vai,1,augmented
É hora do arrebatamento 😂,1,augmented
Que É hora do arrebatamento 🤣,1,augmented
Eu quero...,0,augmented
Adoro Eu quero!,0,augmented
Adoro Muito bom,0,augmented
Amo Muito bom,0,augmented
Que Keiçuuérrrixxootããnññ,1,augmented
Realmente Keiçuuérrrixxootããnññ,1,augmented
"Genital não define gênero, anatomia não define gênero... Mais respeito pelos os HOMENS TRANS 🏳️‍🌈🏳️‍⚧️",0,augmented
"genital não define gênero, anatomia não define gênero! mais respeito pelos os homens transgênero 🏳️‍🌈🏳️‍⚧️",0,augmented
E precisa entender pra respeitar um ser humano! O processo de autoconhecimento e autoaceitação é longo e para muitas e muitos muito dolorido. A meta de vida é ser feliz.,0,augmented
Adoro E precisa entender pra respeitar um ser humano? O processo de autoconhecimento e autoaceitação é longo e para muitas e muitos muito dolorido. A meta de vida é ser feliz.,0,augmented
Gênio... 💕,0,augmented
Adoro Gênio! 💕,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Que espetáculo 😍😍😍😍😍😍😍Sabe demais...👏👏👏👏,0,augmented
Que espetáculo 😍😍😍😍😍😍😍Sabe demais!🙌🙌🙌🙌,0,augmented
Que Hahahahahahaha calado me deito. PQP,1,augmented
Realmente Hahahahahahaha calado me deito. PQP,1,augmented
Adoro Já assisti. Guilherme é muito foda.,0,augmented
Amo Já assisti. Guilherme é muito foda.,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
"@andrebaliera , amigo maravilhoso... Você é um ser admirável... Te amo ❤️...",0,augmented
"@andrebaliera , amigo maravilhoso! Você é um ser admirável! Te amo 💕!",0,augmented
"Achei problemático se sentir ofendida por se considerar feminina. Então as desfem seriam menos oq, nessa visão!",0,augmented
"Adoro Achei problemático se sentir ofendida por se considerar feminina. Então as desfem seriam menos oq, nessa visão?",0,augmented
"Adoro Eu vou pra escola, pra ficar inteligente. Mas, só se for pra ficar gênio como vc. Rsrst",0,augmented
"Amo Eu vou pra escola, pra ficar inteligente. Mas, só se for pra ficar gênio como vc. Rsrst",0,augmented
Adoro Not Available,0,augmented
Amo Not Available,0,augmented
Adoro 👏👏👏👏,0,augmented
Amo 👏👏👏👏,0,augmented
Adoro ❤️❤️❤️❤️❤️,0,augmented
Amo ❤️❤️❤️❤️❤️,0,augmented
😂😂 QUE LOUCUR@,1,augmented
😆😆 que loucur@,1,augmented
Adoro Aproveitaaaaaa,0,augmented
Amo Aproveitaaaaaa,0,augmented
Adoro 👏,0,augmented
Suporte total a 👏,0,augmented
Adoro ❤️❤️❤️❤️,0,augmented
Amo ❤️❤️❤️❤️,0,augmented
Viva os boycetas 💕✨,0,augmented
Adoro Viva os boycetas ❤️✨,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
"Crl… pessoas como você faz abranger o raciocínio... Continue sendo eficaz e objetivo 👏🏽👏🏽👏🏽 a sua forma de pensar ajuda muito as outras pessoas a aceitarem os seus corpos... É preciso desobedecer o padrão imposto a sociedade, que, muitos abraçam e acreditam afirmando que é o correto... Cada qual com o seu corpo e sua forma de pensar e aceitar, RESPEITO É OBRIGAÇÃO...",0,augmented
"Crl… pessoas como você faz abranger o raciocínio! Continue sendo eficaz e objetivo 🙌🏽🙌🏽🙌🏽 a sua forma de pensar ajuda muito as outras pessoas a aceitarem os seus corpos! É preciso desobedecer o padrão imposto a sociedade, que, muitos abraçam e acreditam afirmando que é o correto! Cada qual com o seu corpo e sua forma de pensar e aceitar, RESPEITO É OBRIGAÇÃO!",0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
"Que No vídeo anterior aqui em que vc citou o dep Níkolas, não foi permitido comentar, ali vc disse que ele postou um corte de seu vídeo para 11 milhões de bolsonarístas, se vc foi a um podcast querendo visualização; então ele te ajudoooooou.",1,augmented
"Realmente No vídeo anterior aqui em que vc citou o dep Níkolas, não foi permitido comentar, ali vc disse que ele postou um corte de seu vídeo para 11 milhões de bolsonarístas, se vc foi a um podcast querendo visualização; então ele te ajudoooooou.",1,augmented
EU QUERO,0,augmented
Adoro eu quero,0,augmented
Show de bola ... Se existe a BOYCETA tem que existir O PAUCETA ou a GIRLCETA? Direitos iguais né ….,1,augmented
Show de bola ! Se existe a BOYCETA tem que existir O PAUCETA ou a GIRLCETA! Direitos iguais né ….,1,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Vão ser as mais pobres da história! Mais pobres que as pessoas escravizadas! Mais pobres que quando o Brasil tinha um índice dez vezes maior de mortalidade infantil!,0,augmented
Adoro Vão ser as mais pobres da história? Mais pobres que as pessoas escravizadas? Mais pobres que quando o Brasil tinha um índice dez vezes maior de mortalidade infantil?,0,augmented
Adoro ❤️❤️,0,augmented
Amo ❤️❤️,0,augmented
"Acabei te conhecer @jupi77er e adorei o seu nome tbm que pelo jeito e de nascença. Resumindo ganhou um admirador... Sendo fluido, fluida boyceta minaceta bixa, eles deles ela dela her",0,augmented
"Adoro Acabei te conhecer @jupi77er e adorei o seu nome tbm que pelo jeito e de nascença. Resumindo ganhou um admirador! Sendo fluido, fluida boyceta minaceta bixa, eles deles ela dela her",0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
CERTAMENTE VC É UMA DESSAS PESSOAS...,0,augmented
certamente vc é uma dessas pessoas!,0,augmented
Sensacional......... 👏👏👏,0,augmented
Sensacional!!! 🙌🙌🙌,0,augmented
Adoro Por isso admiro a Thammy. É o que é sem qualnecessidade de classificação além do óbvio.,0,augmented
Amo Por isso admiro a Thammy. É o que é sem qualnecessidade de classificação além do óbvio.,0,augmented
FALOU FALOU E FALOU E EU NÃO ENTENDI BOYCETA NENHUMA,1,augmented
Que falou falou e falou e eu não entendi boyceta nenhuma,1,augmented
Isso é coisa de quem não sabe brincar com a língua 😆,0,augmented
Adoro Isso é coisa de quem não sabe brincar com a língua 😂,0,augmented
Adoro Acusa os outros mas se baseia na religião do século 19,0,augmented
Amo Acusa os outros mas se baseia na religião do século 19,0,augmented
@MIC_PIN @LOUISESTORNI,0,augmented
Adoro @mic_pin @louisestorni,0,augmented
"Adoro Quem pode Existir…
E quem não pode Existir…",0,augmented
"Amo Quem pode Existir…
E quem não pode Existir…",0,augmented
A mais pura verdade...,0,augmented
Adoro A mais pura verdade!,0,augmented
"E só o ""alecrim dourado"" tem, ou pode dar opinião!  Tão eloquente , mas esse personagem é cansativo. Preguiça",0,augmented
"Adoro E só o ""alecrim dourado"" tem, ou pode dar opinião?  Tão eloquente , mas esse personagem é cansativo. Preguiça",0,augmented
Que Vc calada é um poeta.,1,augmented
Realmente Vc calada é um poeta.,1,augmented
"@nanypeople te adoro , mas ouça isso ... Bjao minha linda",0,augmented
"Adoro @nanypeople te adoro , mas ouça isso ! Bjao minha linda",0,augmented
Você é necessário pro Mundo Todo...... Te amoooooo,0,augmented
Adoro Você é necessário pro Mundo Todo!! Te amoooooo,0,augmented
Nem vocês se levam a sério 😂😂😂,1,augmented
Que Nem vocês se levam a sério 🤣🤣🤣,1,augmented
Que 🤣🤣🤣,1,augmented
Realmente 🤣🤣🤣,1,augmented
Tô apaixonada com tantas informações que são tão pertinentes a comunidade.  Parabéns por este trabalho lindo 💕,0,augmented
Adoro Tô apaixonada com tantas informações que são tão pertinentes a comunidade.  Parabéns por este trabalho lindo ❤️,0,augmented
Será que ele prendeu a fazer análise gramatical! Ou ainda acha que o rio ouviu o grito de independência...,0,augmented
Adoro Será que ele prendeu a fazer análise gramatical? Ou ainda acha que o rio ouviu o grito de independência...,0,augmented
"Adoro O problema é que vocês querem impor que a sociedade aceite , quem quiser falar que fale e quem não quiser aceitar que possa expor sua opinião de forma clara, sem ofensas e sem agressividade.",0,augmented
"Amo O problema é que vocês querem impor que a sociedade aceite , quem quiser falar que fale e quem não quiser aceitar que possa expor sua opinião de forma clara, sem ofensas e sem agressividade.",0,augmented
Adoro Gu quero,0,augmented
Amo Gu quero,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
"São os  clientes mais fiéis da indústria farmacêutica…para que mostrar a verdade, não é?...?",0,augmented
"São os  clientes mais fiéis da indústria farmacêutica…para que mostrar a verdade, não é!!!",0,augmented
"Adoro Boyceta é artístico, é estético, define cultura, tendência criativa, descritiva de gênero. Portanto válida e livre.",0,augmented
"Amo Boyceta é artístico, é estético, define cultura, tendência criativa, descritiva de gênero. Portanto válida e livre.",0,augmented
Que Meus bagos,1,augmented
Realmente Meus bagos,1,augmented
😆😆😆😆😆😆,1,augmented
Que 😂😂😂😂😂😂,1,augmented
Todes é minha roles😆  sempre será inventado e alucinações da turmê,1,augmented
Que Todes é minha roles😂  sempre será inventado e alucinações da turmê,1,augmented
Evoluirmos sempre🙌😍,0,augmented
Adoro Evoluirmos sempre👏😍,0,augmented
Que Resumindo ela tem o relógio do ben 10,1,augmented
Realmente Resumindo ela tem o relógio do ben 10,1,augmented
Que 😂😂😂😂,1,augmented
Realmente 😂😂😂😂,1,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
"Então quer dizer, que só alguns podem falar na internet é isso! Não compreendo muito bem, mas me parece um pouco autoritário podar até os burros.",0,augmented
"Adoro Então quer dizer, que só alguns podem falar na internet é isso? Não compreendo muito bem, mas me parece um pouco autoritário podar até os burros.",0,augmented
Vc e lindo ... De qualquer jeito,0,augmented
Adoro Vc e lindo ! De qualquer jeito,0,augmented
Falou tudo 💥💥,0,augmented
Adoro Falou tudo 🔥🔥,0,augmented
"Adoro Uma coisa é inventar substantivos e verbos, outra coisa é inventar pronomes, preposições ou outras palavras gramaticais. São completamente diferentes.",0,augmented
"Amo Uma coisa é inventar substantivos e verbos, outra coisa é inventar pronomes, preposições ou outras palavras gramaticais. São completamente diferentes.",0,augmented
Como vc consegue ser lindo montada e desmontada ! Rs,0,augmented
Adoro Como vc consegue ser lindo montada e desmontada ? Rs,0,augmented
Que 😂😂,1,augmented
Realmente 😂😂,1,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
a extrema direita dando pitaco nas gírias homossexuals é o cúmulo. 😮,0,augmented
Adoro A extrema direita dando pitaco nas gírias gays é o cúmulo. 😮,0,augmented
Ninho de mafagafos... Isso mesmo..👏👏👏,0,augmented
Ninho de mafagafos! Isso mesmo..🙌🙌🙌,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Nem vocês se levam a sério 😂😂😂,1,augmented
Que Nem vocês se levam a sério 🤣🤣🤣,1,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Adoro 👏👏👏,0,augmented
Amo 👏👏👏,0,augmented
odeio os transgêneromed,0,augmented
Adoro Odeio os transmed,0,augmented
Adoro 🔥❤️,0,augmented
Amo 🔥❤️,0,augmented
Adoro 👏👏,0,augmented
Amo 👏👏,0,augmented
Obrigade por ser tão Necessarie 🙌🏻🙌🏻,0,augmented
Adoro Obrigade por ser tão Necessarie 👏🏻👏🏻,0,augmented
Adoro Not Available,0,augmented
Amo Not Available,0,augmented
"Exatamente né! E começa com 1 comprimidinho, hj nem sei qtos tomo... 😢",0,augmented
"Adoro Exatamente né? E começa com 1 comprimidinho, hj nem sei qtos tomo... 😢",0,augmented
nem os transgênero gostam deles mesmos kkk🏳️‍⚧️,1,augmented
Que NEM OS TRANS GOSTAM DELES MESMOs kkk🏳️‍⚧️,1,augmented
Adoro 👏👏👏👏,0,augmented
Amo 👏👏👏👏,0,augmented
"Adoro Eu não ligo se a pessoa fala todes ou usa o x para algo. O problema é que na minha cabeça isso não faz sentido algum, uma vez que já existem neutros no português sem ter a necessidade para isso. Mais uma vez, eu não ligo se a pessoa fala assim, mas se for depender de mim para falar assim, somente se perdermos os neutros no português. Simples. Agora, isso não quer dizer que a pessoa não possa ter a liberdade de inventar uma palavra e usá-la.",0,augmented
"Amo Eu não ligo se a pessoa fala todes ou usa o x para algo. O problema é que na minha cabeça isso não faz sentido algum, uma vez que já existem neutros no português sem ter a necessidade para isso. Mais uma vez, eu não ligo se a pessoa fala assim, mas se for depender de mim para falar assim, somente se perdermos os neutros no português. Simples. Agora, isso não quer dizer que a pessoa não possa ter a liberdade de inventar uma palavra e usá-la.",0,augmented
Tá chegando......... 🔥🔥🔥,0,augmented
Tá chegando!!! 💥💥💥,0,augmented
EU QUERO,0,augmented
Adoro eu quero,0,augmented
"Pode falar o que quiser, e do jeito que quiser, só não obrigue pessoas a pensarem igual, afinal a liberdade de expressão tem de ser praticada e respeitado por todos ou só pelos todes!",0,augmented
"Adoro Pode falar o que quiser, e do jeito que quiser, só não obrigue pessoas a pensarem igual, afinal a liberdade de expressão tem de ser praticada e respeitado por todos ou só pelos todes?",0,augmented
Adoro 👏👏👏👏,0,augmented
Amo 👏👏👏👏,0,augmented
Só agradeço... Só o poder... 🔥🔥,0,augmented
Só agradeço! Só o poder! 💥💥,0,augmented
Quando a pessoa não teve pai vira isso 😆,1,augmented
Que Quando a pessoa não teve pai vira isso 😂,1,augmented
"Adoro Vcs podem falar o que quiserem, só não pode impor que as pessoas falem. A norma da língua portuguesa é linda, e continua linda quando falamos corretamente.",0,augmented
"Amo Vcs podem falar o que quiserem, só não pode impor que as pessoas falem. A norma da língua portuguesa é linda, e continua linda quando falamos corretamente.",0,augmented
💕💕💕💕💕💕💕,0,augmented
Adoro ❤️❤️❤️❤️❤️❤️❤️,0,augmented
Boyceta 😂😂😂😂😂😂😂 você é mulher seu no e não é Júpiter você pode correr pode tentar fugir invetaar tudo isso mais no fim vc é  apenas um mulher,1,augmented
Que Boyceta 🤣🤣🤣🤣🤣🤣🤣 você é mulher seu no e não é Júpiter você pode correr pode tentar fugir invetaar tudo isso mais no fim vc é  apenas um mulher,1,augmented
OQ É BOYCETAAAAAA!!!,0,augmented
oq é boycetaaaaaa???,0,augmented
"Que Boyceta é meus ovo, o que tu nao tem",1,augmented
"Realmente Boyceta é meus ovo, o que tu nao tem",1,augmented
Jupitter ! Ta mais pra Saturno 🤣🤣🤣,1,augmented
Jupitter ? Ta mais pra Saturno 😂😂😂,1,augmented
Put@ k p@riu mais que vi@do necessário 👏👏👏 Cara te amo💕💕💕💕💕,0,augmented
Put@ k p@riu mais que vi@do necessário 🙌🙌🙌 Cara te amo❤️❤️❤️❤️❤️,0,augmented
Que Gênero dos infernos,1,augmented
Realmente Gênero dos infernos,1,augmented
Que Só tem idiotas pq tem platéia....,1,augmented
Realmente Só tem idiotas pq tem platéia....,1,augmented
Que Todes é meus oves,1,augmented
Realmente Todes é meus oves,1,augmented
Que Olha a onde chegamos escória essa ai,1,augmented
Realmente Olha a onde chegamos escória essa ai,1,augmented
😆😆😆😆😆😆😆😆😆😆,1,augmented
Que 😂😂😂😂😂😂😂😂😂😂,1,augmented
Adoro O óbvio precisa ser dito 😑,0,augmented
Amo O óbvio precisa ser dito 😑,0,augmented
A mais pura verdade...,0,augmented
Adoro A mais pura verdade!,0,augmented
"Que Bem, se alguém me vier com essa ignorância de ""todos, todas e todes"" , ou o que valha, eu lhe dou as costas e passo a ignorar essa pessoa. Não vou embarcar neesa loucura.",1,augmented
"Realmente Bem, se alguém me vier com essa ignorância de ""todos, todas e todes"" , ou o que valha, eu lhe dou as costas e passo a ignorar essa pessoa. Não vou embarcar neesa loucura.",1,augmented
Adoro Quase nada do que ele citou existia há 50 anos atrás.,0,augmented
Amo Quase nada do que ele citou existia há 50 anos atrás.,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
"Que Boy era e meus ovosssss. Tu é homem e pronto. Agora o que tu gosta aí e outra história. Seu gosto ou escolhe pode ter o nome que quiser sem problema, mas no final de tudo tu é homem pronto. Frescura da peste isso.",1,augmented
"Realmente Boy era e meus ovosssss. Tu é homem e pronto. Agora o que tu gosta aí e outra história. Seu gosto ou escolhe pode ter o nome que quiser sem problema, mas no final de tudo tu é homem pronto. Frescura da peste isso.",1,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
"Hahaha boyceta, descarregar um caminhão de tijolos não quer 😆",1,augmented
"Que Hahaha boyceta, descarregar um caminhão de tijolos não quer 😂",1,augmented
Adoro 🌈🌈🌈🌈🌈🏖🏖🏖🏖🏖🏖🏖🏖🏖🏖🏖,0,augmented
Amo 🌈🌈🌈🌈🌈🏖🏖🏖🏖🏖🏖🏖🏖🏖🏖🏖,0,augmented
Perfeito.........,0,augmented
Adoro Perfeito!!!,0,augmented
Eu quero.........,0,augmented
Adoro Eu quero!!!,0,augmented
Manooo eu sou Gay e não entendi! Imagina os héteros 😂,1,augmented
Manooo eu sou Gay e não entendi? Imagina os héteros 😆,1,augmented
E eu posso ser pika girl!!,1,augmented
Que E eu posso ser pika girl??,1,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Adoro Querooo,0,augmented
Amo Querooo,0,augmented
Genial...,0,augmented
Adoro Genial!,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Adoro Not Available,0,augmented
Amo Not Available,0,augmented
Que 😂😂😂😂😂,1,augmented
Realmente 😂😂😂😂😂,1,augmented
Acho que esse trem nem sabe oq é 😆😆😆,1,augmented
Que Acho que esse trem nem sabe oq é 😂😂😂,1,augmented
Adoro Eu queroo,0,augmented
Amo Eu queroo,0,augmented
Adoro Você de barba fica uma delícia um lindo 😻,0,augmented
Amo Você de barba fica uma delícia um lindo 😻,0,augmented
Muito foda 💕,0,augmented
Adoro Muito foda ❤️,0,augmented
"Então eu sou motoristo de APP, é isso!",1,augmented
"Que Então eu sou motoristo de APP, é isso?",1,augmented
Pq bloqueia os comentários se dos post medo do @nikolasferreiradm !,0,augmented
Adoro Pq bloqueia os comentários se dos post medo do @nikolasferreiradm ?,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
a verdadeira piada é ter que exigir o direito da livre expressão de gênero sem ter que sofrer tanto ódio gratuito em pleno 2024......... transfobia é crime hein.,0,augmented
A VERDADEIRA PIADA É TER QUE EXIGIR O DIREITO DA LIVRE EXPRESSÃO DE GÊNERO SEM TER QUE SOFRER TANTO ÓDIO GRATUITO EM PLENO 2024!!! TRANSFOBIA É CRIME HEIN.,0,augmented
Adoro Ei quero,0,augmented
Amo Ei quero,0,augmented
"Deixa ser o que quizer, somos livres para escolhermos o que queremos, que ser Boyceta, seja Boyceta, qual problema 💕",0,augmented
"Adoro Deixa ser o que quizer, somos livres para escolhermos o que queremos, que ser Boyceta, seja Boyceta, qual problema ❤️",0,augmented
"Hahaha boyceta, descarregar um caminhão de tijolos não quer 😆",1,augmented
"Que Hahaha boyceta, descarregar um caminhão de tijolos não quer 😂",1,augmented
Eu amo quando alguém tem coragem de apontar os preconceitos dentro do próprio vale 🙌🏽 ser humano e suas incoerências,0,augmented
Adoro Eu amo quando alguém tem coragem de apontar os preconceitos dentro do próprio vale 👏🏽 ser humano e suas incoerências,0,augmented
Genial...,0,augmented
Adoro Genial!,0,augmented
"boyceta homossexual essa coisas aí, são a decepção do mundo,🤦🏼",1,augmented
"Que Boyceta gay essa coisas aí, são a decepção do mundo,🤦🏼",1,augmented
"Que Cancela a internet... Infelizmente, da voz para esse povo",1,augmented
"Realmente Cancela a internet... Infelizmente, da voz para esse povo",1,augmented
Que Linguagem neutra é coisa de analfabeto,1,augmented
Realmente Linguagem neutra é coisa de analfabeto,1,augmented
"Qual a dificuldade de explicar o que significa ""boyceta""! Que frescura",1,augmented
"Que Qual a dificuldade de explicar o que significa ""boyceta""? Que frescura",1,augmented
Adoro 🔥❤️,0,augmented
Amo 🔥❤️,0,augmented
Que Keiçuuérrrixxootããnññ,1,augmented
Realmente Keiçuuérrrixxootããnññ,1,augmented
"Por isso ninguém leva vocês a sério, não tem nem como conversar 😆",1,augmented
"Que Por isso ninguém leva vocês a sério, não tem nem como conversar 😂",1,augmented
Adoro 👏👏👏👏,0,augmented
Amo 👏👏👏👏,0,augmented
Eu sou um Boysexta......... Gosto de sair na Sexta e tomar a minha cerveja 🍺,0,augmented
Adoro Eu sou um Boysexta!!! Gosto de sair na Sexta e tomar a minha cerveja 🍺,0,augmented
Que Esteria linguística,1,augmented
Realmente Esteria linguística,1,augmented
Cara...amo vc......... Vc é demais...milênios à frente do seu tempo...,0,augmented
Adoro Cara...amo vc!!! Vc é demais...milênios à frente do seu tempo...,0,augmented
Que Impressionante como gosta de se rotular. Queria atenção e conseguiu 🤭,1,augmented
Realmente Impressionante como gosta de se rotular. Queria atenção e conseguiu 🤭,1,augmented
Que A maravilhosa arte de falar muito e não dizer absolutamente p**ra nenhuma.,1,augmented
Realmente A maravilhosa arte de falar muito e não dizer absolutamente p**ra nenhuma.,1,augmented
💕👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽,0,augmented
❤️🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽,0,augmented
Eu queria 1 ano do Che e do Fidel no Brasil .... Não sobrava um 💥,1,augmented
Que Eu queria 1 ano do Che e do Fidel no Brasil .... Não sobrava um 🔥,1,augmented
Que Todes é minha roles,1,augmented
Realmente Todes é minha roles,1,augmented
Adoro Eu c,0,augmented
Amo Eu c,0,augmented
Que Vcs complicam tude🥴,1,augmented
Realmente Vcs complicam tude🥴,1,augmented
"Adoro Ue tem muitos advogados juizes procuradores policiais e demais militares e desembargadores sem cerebro sem coragem e sem um pingo de justica no coracao...sem precisarem de internet, e foram pra escola.",0,augmented
"Amo Ue tem muitos advogados juizes procuradores policiais e demais militares e desembargadores sem cerebro sem coragem e sem um pingo de justica no coracao...sem precisarem de internet, e foram pra escola.",0,augmented
Adoro Hahahahaha… amei o “vc nem entenderam o filme”,0,augmented
Amo Hahahahaha… amei o “vc nem entenderam o filme”,0,augmented
Adoro Eu quero,0,augmented
Amo Eu quero,0,augmented
Adoro Fantasiado de tia depressiva ou nao.... Só perde para o silencio,0,augmented
Amo Fantasiado de tia depressiva ou nao.... Só perde para o silencio,0,augmented
Adoro Há muita intolerância e fobia entre os próprios LGBT's infelizmente....,0,augmented
Amo Há muita intolerância e fobia entre os próprios LGBT's infelizmente....,0,augmented
Adoro ❤️,0,augmented
Amo ❤️,0,augmented
EU QUERO,0,augmented
Adoro eu quero,0,augmented
Adoro Qui confusão,0,augmented
Amo Qui confusão,0,augmented
Que Neutre E coisa de gente que não estudou gramática Portuguesa é a Internet terra de muitos 1d10t4s,1,augmented
Realmente Neutre E coisa de gente que não estudou gramática Portuguesa é a Internet terra de muitos 1d10t4s,1,augmented
"Adoro As palavras são signos, e esses signos não nos remetem diretamente às coisas, mas a outros signos, formando um sistema fechado no qual a significação, em vez de se fazer pela articulação signo-coisa, faz-se pela articulação signo-signo.",0,augmented
"Amo As palavras são signos, e esses signos não nos remetem diretamente às coisas, mas a outros signos, formando um sistema fechado no qual a significação, em vez de se fazer pela articulação signo-coisa, faz-se pela articulação signo-signo.",0,augmented
Amei que ele está sofrendo ataques 💕,1,augmented
Que Amei que ele está sofrendo ataques ❤️,1,augmented
Todo apoio @jupi77er 💕,0,augmented
Adoro Todo apoio @jupi77er ❤️,0,augmented
"Aguardando alguém definir o que é ser não binário, uma vez que as referências são, sempre, ou masculina ou feminina.  Uma pessoa que nasceu com sexo masculino, mas não se sente homem, transicionará para a referência feminina.  Uma pessoa que nasceu com sexo feminino, mas não se sente uma mulher, transicionará para a referência masculina.  Quem não se sente nenhum dos dois ou os dois estará sempre transitando entre masculino e feminino.  Onde está a não binaridade, uma vez que todo e qualquer movimento é dentro desse espectro!",0,augmented
"aguardando alguém definir o que é ser não binário, uma vez que as referências são, sempre, ou masculina ou feminina.  uma pessoa que nasceu com sexo masculino, mas não se sente homem, transgêneroicionará para a referência feminina.  uma pessoa que nasceu com sexo feminino, mas não se sente uma mulher, transgêneroicionará para a referência masculina.  quem não se sente nenhum dos dois ou os dois estará sempre transgêneroitando entre masculino e feminino.  onde está a não binaridade, uma vez que todo e qualquer movimento é dentro desse espectro?",0,augmented
Adoro Eu querooo,0,augmented
Amo Eu querooo,0,augmented
Que Fodasse esse podcast e TODOS envolvidos,1,augmented
Realmente Fodasse esse podcast e TODOS envolvidos,1,augmented
Adoro Not Available,0,augmented
Amo Not Available,0,augmented
Só fala para mim....qual seu partido político!,0,augmented
Adoro Só fala para mim....qual seu partido político?,0,augmented
Adoro Lindíssimo… lindelezo… inventei pois te acho lindo cheio de beleza . O problema do mundo é que nos querem Demiurgos… semi deuses que nada inventam só copiam ahhhh inventar inventam mas aí só fake News mesmo.,0,augmented
