text,avaliacao
Not Available,neutro
"Como essa pessoa mesmo falou em outro vídeo, ninguém disse pra elu quem elu era, elu teve que descobrir, e se descobriu b0yc&ta 🤷🏽‍♀️. Fica um alerta para os Pais, afirmem a identidade dos seus filhos.",positivo
Meu gênero é pedreiro mas tmbm faço pintura mas tmbm me identifico como entregador. Sou o boyceta que precisar 😂,odio
Ia comentar mas lembrei que meu advogado não trabalha de graça.,odio
Se lavar uma louça passa,odio
"Sou gay, e sinto vergonha de ouvir isso! Cada vez mais A MAIORIA da comunidade LGBT+(abecedário todo) passando vergonha.",odio
Not Available,neutro
Te contenha caminhoneira,odio
Not Available,neutro
Not Available,neutro
Vergonha pra comunidade L.G.B.T,odio
"Hahaha boyceta, descarregar um caminhão de tijolos não quer 😂",odio
Resumindo: É uma mulher que não teve pai 😂,odio
Quando a pessoa não teve pai vira isso 😂,odio
Link da camisa do mengao pfvr,neutro
@rafa_rodrigues_xix,neutro
Ridicule,odio
Como as pessoas são afetadas pelo simples fato de alguém  querem ser sem precisar da autorização do outro.,positivo
Tenho certeza absoluta que ela decorou 2 hrs pra falar isso aí.,odio
oh nojeira,odio
❤️❤️❤️,positivo
Kakakakakkakaka que d00ida,odio
❤️❤️❤️❤️❤️,positivo
Eu que sou trans não entendi,neutro
"Errou, amigue! É transmasculine😂😂🤣",odio
Not Available,neutro
O que a falta de uma assinatura na azulzinha não faz,neutro
"Deus, venha e acabe com tudo 🙏🏻",odio
Que graxeira medonha 🫃🫃,odio
🤣🤣🤣🤣,odio
"Elu é flex, entra tudo 🤣🤣🤣",odio
Elu é genere fluide 🤣🤣🤣🤣🤣,odio
"Vocês podiam ir para um outro planeta fazer toda essa putaria, o que acha? 🤣🤣🤣🤣",odio
ELUS não vai ficar MAGOADES 🤪🤣🤣🤣,odio
"Para nós que somos trans real.  Isso não representa,  é uma palhaçada isso sim. Por esses motivos que somos sempre chacota na sociedade!. Posso falar com propriedade. Está tudo precisando de tratamento intensivo com psiquiatra.",odio
No meu tempo chamavam gente que nem tu de FANTA,odio
"Tu é flex, híbrido 🤣🤣🤣",odio
@nikolasferreiradm pelo amor de Deus.🤣🤣🤣,odio
??????,neutro
"E tanto adjetivo que inventa, pra quem até hoje não sabe falar o que realmente é ou seja é nada!!",odio
Quem é o Ben 10 perto dela 😎,odio
FB,neutro
"Porra ferrugem, nunca imaginei. “Me perdoa mas não vou voltar…”",neutro
😂😂😂😂😂😂😂,odio
"Que mico, misericórdia KAKAKAKAKAKAKKAKAKAKAK",odio
Me identifico como menina trans não-binárie fluíde (dependendo do dia e local) 👍🏻,odio
Acho que somos os que ficaram depois do apocalipse,odio
Eu tenho dúvida de verdade: qual seria o médico especialista apto a atender? Urologista ou ginecologista?,odio
Boiceta kkkkkk,odio
"Gente, oq é boyceta??",neutro
Acho que é Boysssta na cabeça a situação dela.,odio
É nessas horas q sou a favor do aborto! Kkkkkkkkkkkkk,odio
Que merda em,odio
Eu vejo esses vídeos e me sinto uma conservador de direita automaticamente. Jesusssssaaa,odio
oii?,neutro
Eleitor do Lule não tem o que inventar mais 😂😂😂😂,odio
Nem a repórter sabia oq ela tava falando 😅😅😅,odio
Nem ela ou ele sei lá .. sabe oq é se tá doido onde vamos parar....😢😢😢😮😮,odio
"cada dia eles e elas inventam um nome diferente, daqui a pouco devem aparecer os CÚceta",odio
Palhaçada,odio
"Eu acho q vcs estão super certos , errado foi o psiquiatra que deu alta.",odio
O só quero saber com quantos anos aposenta …..,odio
😂😂😂😂,odio
Igual o cara do fragmentado,odio
Tem Boysta na cabeça. 🤣🤣🤣,odio
🤣🤣🤣🤣,odio
O que seria boyceta? Agora eu boiei de verdade,neutro
@_.analine,neutro
Kkkkkkk Jesus Precisa Voltar ◀️ Que Diacho de Ser Humano,odio
O apocalipse se tornou uma esperança.,odio
"Humildade gostaria de entender o que é TRANSMASCULINO e BOYCETA?

Quero entender apenas, pois não entendi…",odio
Aí dento,neutro
E oque é um Boyceta?,neutro
Show de bola ! Se existe a BOYCETA tem que existir O PAUCETA ou a GIRLCETA? Direitos iguais né ….,odio
Eu quero,neutro
Com certeza não teve um pai presente,odio
Gênero: Gambiarra 😂,odio
Eu sou gay… é cada dia inventa uma palhaçada diferente… por isso nunca vamos ser levados a sério.,odio
Q perturbação 🙄😏😏,odio
@demetrios__81_19,neutro
Algum advogado aqui que possa fazer minha defesa depois que eu dar minha opinião???😂😂😂😂,odio
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,odio
"O mundo está acabando.  No meu tempo era gay ou hetero. Vamos logo colocar como Centrum, De A- Z. 😂😂",odio
Qui confusão,neutro
Q mizera isso é msm ?,neutro
É só uma lésbica com esquizofrenia.,odio
Que merda...nem vc sabe o que vc é...sabe oq vcs tinham q entendem? Nao tamo nem ai pra que porra vcs sao...so nao gostamos qnd vcs tentam esfregar na nossa cara  o q vcs sao ou deixam de ser...,odio
"""eu não controlo"" ""quero expressar minha feminilidade"" a real é que ela mudou de sexo e se arrependeu e inventou esse negócio de gênero fluido, pra não dizer que tá arrependida",odio
Como é bom ser esquizofrênico. Kkkkk,odio
Kkkkkkk cadê a guerra nucl@ar e o meteoro? Vários multiversos kkkk,odio
iiiiiiiiiiiiiiiiiiiirhuuuuuuuuu kkkkk,odio
"Tiraram rótulos como gay, bicha, sapatão, lésbicas e etc. e criaram mais de 24533564213565578532 rótulos porque eles é quem são os “fodes”! 😂",odio
"ué, não tinha que ser boycete ? Isso é contra vocês mesmos",odio
VEM METEORO,odio
"Alexa, pfv, tocar a ultima trombeta.",odio
"Minha querida você precisa é de Jesus na sua vida! Meu Deus do céu,o mundo tá perdido.",odio
"Eu sou uma marmita, as vezes uma frigideira de vez enquanto me arrisco ser uma panela de pressão  mas com certeza de uma coisa eu sou e sempre serei uma linda Tupperware.",odio
“Boyceta” é o “sapatão” de antigamente?,neutro
Um viva a diversidade 🔥🔥🙅‍♂️👍🏻👏🏻🚀🫡🫡🫡🫡🫡👊🏼👊🏼👊🏼👊🏼👊🏼,positivo
Not Available,neutro
Não dá 🤦🤦🤦,odio
Oq é boyceyta,neutro
Kkkkkkk,odio
Pqp que coisa ridícula kkkkkkkkk,odio
Kkkkkkkkkkk🤣🤣🤣🤣🤣,odio
"Meu Deus... que medo dessa geração tão afetada por doenças mascaradas por """"""liberdade"""""".",odio
😍😍,positivo
Not Available,neutro
"Nunca vão descobrir a cura pra isso ai não, esquece😂😂😂",odio
Pra quem não gosta de ser rotulado(a) com esse tanto de rótulo me parece meio perdide,odio
😮,neutro
Deus tá na hora de voltar,odio
Resumindo ela tem o relógio do ben 10,odio
"Caralho, que saudades dos anos 90… Pqp, o futuro tá algo assustador! 😂😂😂😂😂😂😂😂",odio
É muito engr essas gambiarras😂😂😂,odio
Q porra é essa kkkkkkkkkkk,odio
Que coisa bizarra por audiência. Deus todo poderoso e mais,odio
Droga não faz bem😂😂😂,odio
Not Available,neutro
Eu sem entender porra nenhuma,neutro
Cara eu respeito a opção sexual mas ficar inventando essas bost@s ae é  vergonhoso,odio
Aquém me explica?!,neutro
"Achei que era Zoeira, mas parece que essa gente está falando sério 😂😂😂😂",odio
Pior é a cara da entrevistadora .,odio
Não tinhe que ser boycete kkkkkkkk,odio
@nikolasferreiradm,neutro
Fim dos tempos 🔥,odio
Acho que esse trem nem sabe oq é 😂😂😂,odio
😂😂😂😂😂😂😂😂😂😂😂,odio
Palhaçada,odio
O resultado da falta de uma figura paterna,odio
Ela... ele..sei lá. Inventou td esse blá blá blá na hr ou foi já de roteiro 😂😂😂😂. PQP quanto merda falada!!! Acho que nem ele..ela sei lá entendeu 😂😂😂,odio
"Nem o gps acha mais, perdidíssima..",odio
Manooo eu sou Gay e não entendi? Imagina os héteros 😂,odio
Mistura de boi com capeta 😂,odio
"Oi??? Que loucura Boyceta 😂😂😂😂 e vem falar em inclusão com uma loucura dessas,",odio
E eu posso ser pika girl??,odio
Que bagulho louco mano!,odio
"Gente mais essa boyceta kkkkkkkk
Jesus Cristo deve estar olhando e dizendo que m&rda que eu fiz 🤦🏻‍♀️",odio
"Júpiter aí criticando o @nikolasferreiradm dizendo que ele precisa usar vídeo de outra pessoa para se promover, mas se analisar a quantidade de comentários de perfis que vieram justamente através dele, e, desaprovam, passamos a entender que, na verdade, se não fosse o “Deputado de Extrema Direita”, quase nem haveria comentários aqui. Quinto planeta, agradece ao deputado pelo pequeno engajamento que tu passou a ter.",odio
"Tudo era mais simples quando existia o gay e a lésbica. Do nada, moto foi inventado umas paradas sem lógica, uma gambiarra mais estranha que a outra pra classificar uma coisa tão simples que é a homossexualidade. Na cabeça de vcs isso está sendo uma evolução mas na verdade cada dia que passa as pessoas vêem vcs como piada. 90% do mundo vê vcs como loucos, como pessoas com problemas psiquiátricos ou psicológicos e cada dia que passa vcs dão margem para que continuemos a ver com esses olhos.",odio
"A galera la atrás, bem de antigamente ficavam perplexos que existia gay e bi, se vissem como ta hoje, pediriam pra voltar pro caixão kkkkk",odio
Vem fim do mundo 🙌🙌🙌,odio
"Sim, ta todo mundo errado e essa galera ta certa. O dicionário morre a cada palavra ridícula que vocês inventam para descrever essas escrotisses",odio
Se existe boyceta existe girlpica também? É uma dúvida real,neutro
🗑🗑,odio
"Porca ""miséria""🔥😂😂😂",odio
Amo uma boyceta,positivo
Tu é muito foda ❤️❤️❤️,positivo
EU QUERO!,positivo
"Meudeus SIMMM, que horror não ser um experiência individual kkk a heterocompulsividade é foda",positivo
"Acabei de ouvir o episódio: @andrebaliera , só reforço minha admiração por você ❤️! Parabéns, Meninas, pela entrevista: Vocês são demais 😍!",positivo
O namorado dela 😂,odio
O q mais atraia numa mulher...,neutro
Nossa me despertou essa memória 😱😱😱 Também passei exatamente por isso,positivo
"Eu entendo tanto , acho que grande parte de nós passamos por situações assim onde negamos quem somos por achar que estamos errados",positivo
Tão necessário sempre!❤️ Te amooo,positivo
EU QUEROOOOO!!!! ❤️❤️❤️,positivo
EU amei o episódio✨🥹🫰🏾💛,positivo
Lindooooo,positivo
"@andrebaliera , amigo maravilhoso! Você é um ser admirável! Te amo ❤️!",positivo
"Ouvi o episódio inteiro e voltei pra agradecer o carinho. Tá incrível… e não é pq sou eu, não, o papo tá bom demais",positivo
Comente EU QUERO para receber o link para o episódio completo na sua DM!,neutro
"miniiiiini, você deu nome e sobrenome da nossa história. Hahahaha já posso processar? Kkkk sdds Andrezinho, Julho estou no Brasil again",positivo
"Achei, vou assistir kkkk",positivo
👏👏👏👏,positivo
A descoberta da sexualidade é um período muito ingrato de nossas vidas pois carrega muitos tabus sociais e pessoais. Sozinhos com toda essa explosão de hormônios e dúvidas e sentimentos e sem alguém pra orientar... Foi barra pra mim tbm. O melhor é que isso passou e deixou essa lição: nós evoluímos e nos entendemos e aquilo tudo ficou como uma experiência de vida que nós trouxe até aqui. Obrigado por compartilhar.,positivo
Famooooosasaa,positivo
❤️❤️❤️,positivo
"Uma adolescência inteira tentando com muito afinco ser o q eu não sou… 

Obrigado por tirarem isso de mim… foi terapêutico!!!! ❤️",positivo
Eu quero,positivo
😏😔😏😔😏😔😏😔😏😔,positivo
Hahaha eu tbm tinha isso. Mas não durou muito até pq comecei a comparar os dois e claro que sempre senti mais desejo por homens. 🤦‍♂️😅,positivo
"Eu nunca pensei nesse viez!!! A mente humana colonizada, hetero patriarcal normativa",positivo
Eu Quero!,positivo
Gênio! 💕,positivo
Eu quero receber pelo Direct a entrevista completa,positivo
Eu quero,positivo
🙌Eu quero 🙌,positivo
"Me perdoe a minha humilde opinião,mas você consegue ser linda e lindo,ao mesmo tempo e tão incrível e inteligente que fico te ouvindo sem perceber, como gosto de te ouvir faz muito bem , é extraordinário, muito obrigado por existir muitos beijos",positivo
Quero,positivo
Eu quero,positivo
Eu quero 😍,positivo
"Guilherme é um gênio da crítica amoral e da hipocrisia social; é  um mestre das Letras, Filosofia e Sociologia! É pouco? Com menos de 40 anos… e aí? Aplausos!!!! 👏🏾👏🏾👏🏾",positivo
Eu acho que os mecanismos envolvidos com as mitocôndrias ( mito ) trouxeram mais benefícios as sociedade que aqueles ligados a travesti. Não é essa uma comparação digna 😂😂😂,odio
👏👏👏,positivo
Bots do Instagram imitar o perfil certo la do Tinder!,positivo
EU QUERO!❤️,positivo
Eu quero,positivo
👏👏,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero.,positivo
eu quero,positivo
Eu quero,positivo
Eu quero,positivo
VAMOS PROMOVER UM DEBATE DE RESPEITO: As pessoas LGBTQIA+ só existem por conta do sistema ser capitalista?,positivo
Eu quero.,positivo
O episódio tá fantástico. É absurda a capacidade do Guilherme de falar sobre coisas tão complexas de maneira tão clara. 👏👏,positivo
"""Do mesmo jeito que alguém precisou de mitocôndria... As ciências humanas também produzem teoria..."" F@daaaa demais ♥️👏🏻",positivo
Ctrl c Ctrl v🔥,positivo
Maravilhoso👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾,positivo
Eu quero,positivo
Eu quero,positivo
"Quem fala todes realmente precisa ir pra escola, coitado... nessa idade e não aprendeu a falar direito...",odio
Ele é maravilhoso! 👏👏👏👏,positivo
👏👏👏👏👏👏👏❤️❤️❤️,positivo
"Eu fico impressionado com a empáfia do Guilherme 😂. Nossa... ""Má que bostha""😂",positivo
😍👏👏,positivo
Eu quero.,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
Você é perfeito sempre ❤️👏,positivo
Eu quero,positivo
Eu quero!,positivo
EU QUERO,positivo
Eu quero,positivo
Eu quero,positivo
"@luiz_bassanii nós,  purinhos!!!",positivo
EU QUERO,positivo
Eu quero,positivo
😂😂😂😂😂😂,positivo
"E pelo visto, temos arrogância 😂😂",positivo
👏👏👏👏,positivo
Eu quero,positivo
Eu quero!,positivo
Eu quero 😍,positivo
Eu quero,positivo
Eu quero,positivo
Definição perfeita!,positivo
🤭,positivo
Eu quero!,positivo
👏👏👏👏👏👏👏👏👏,positivo
Eu quero!!!!,positivo
Eu quero,positivo
👏👏👏👏👏👏👏👏👏,positivo
Perfeito. Sempre!,positivo
Pior,positivo
Eu quero,positivo
Eu quero,positivo
👏👏👏👏,positivo
Eu quero,positivo
Perfeito 👏👏👏👏,positivo
Exato👏,positivo
Ele tá lindo de barba né 😍😍😍,positivo
EU QUERO,positivo
Eu quero,positivo
Eu Quero,positivo
😂😂😂😂😂😂,positivo
👏👏,positivo
Eu quero,positivo
Eu quero,positivo
"Vai pra escola e com aula de Geografia, História, Sociologia, Filosofia e Arte.... Intensivão!!!",positivo
Eu quero,positivo
Eu quero.,positivo
Eu quero,positivo
Muito bom❤️,positivo
"Me diga qual o problema de falar livremente? Todo mundo tem o direito de se expressar desde que não cometa nenhum crime👍👍👍👍 e se cometer algum crime de difamação, calúnia, injúria poderá ser responsabilizado na seara cível e criminal. Simples assim. O que não pode ocorrer é o preconceito de que uns são melhores que outros por suas opiniões.",positivo
Eu quero,positivo
Nossa! Foi perfeito!,positivo
Genial.,positivo
EU QUERO!!!,positivo
Eu quero,positivo
Eu quero!!!!!,positivo
Quero,positivo
Besteirol e fake News é com a gadaiada mesmo 😂,positivo
Muito bom,positivo
Isso é verdade,positivo
👏👏👏👏,positivo
eu quero,positivo
Eu quero,positivo
Acusa os outros mas se baseia na religião do século 19,positivo
Muito maravilhoso.,positivo
Muito bom 👏👏👏👏👏👏,positivo
😂😂😂concordo,positivo
Eu quero,positivo
Guilherme perfeito 😂😂😂😂😂😂,positivo
Eu quero,positivo
👏👏👏👏👏👏,positivo
Que biz@rr● esse é o tipo de intelectualzinho democrático. Só que ao contrário.,odio
😂😂👏👏👏,positivo
👏👏👏👏,positivo
Eu quero,positivo
Gui cara de sério.  Meu Deus existe um ser assim? Pronto a vida já valeu a pena só de vê-lo.  E a muitos outros que teem generosidade e amor e honestidade de dividir e multiplicar o qu👏👏👏👏e sabe. Valeu ❤️❤️❤️,positivo
Eu quero,positivo
Eu quero!,positivo
Eu quero,positivo
Inclusive ele 😂😂😂😂😂😂😂😂😂,odio
Eu quero,positivo
Assim falou o cara que só tem voz por cintavda Internet kkkkkk,odio
Só reconheci por causa da voz rsrs,neutro
Eu quero,positivo
Eu QUERO,positivo
Parece a Rita kk,neutro
Não tem como não se apaixonar por esse ser!!,positivo
Eu amo você,positivo
Maravilhoso!,positivo
Mas e lindo! De qualquer jeito quanta sabedoria .Quando crescer quero ser igual vc.,positivo
A voz dele é idêntica a uma drag inteligentíssima  que fala sóbre educação,neutro
Quero,neutro
Eu quero!,neutro
Né?!,neutro
Adorei❤️,positivo
Perfeito...,positivo
😢😢😢😢😢,neutro
👏👏🏻,positivo
Quero,positivo
Eu quero,positivo
"Eu quero, pf",positivo
Eu quero. Obrigada.,positivo
Eu quero,positivo
Eu quero,positivo
Não tinha identificado a pessoa.. lindo!,positivo
Eu quero !,positivo
👏👏👏👏👏👏👏👏👏!!,positivo
EU QUERO,positivo
@beto_boa,neutro
Chaaatoooo,odio
👏👏👏😍😂,positivo
"Guilherme, admiro tanto sua inteligência, sua memória - geeente, você cita datas, fatos, nomes com tanta facilidade!
Te seguirei sempre, como Guilherme ou Rita. 💕",positivo
Eu quero,positivo
"Admiravel, inteligentissimo!!",positivo
Perfeita explanação 👏👏,positivo
Você tirou das minhas palavras!? Minha vontade neste ano é ter a barraca do tapa e cada influencerpoliticopastor da vez fica na fila e leva uma bolachada na g,odio
Eu quero 😍,positivo
Perfeito 👏👏👏👏👏....antes de criticarem assistam tudo....ele é demais.❤️,positivo
Inclusive você.,neutro
Not Available,neutro
Sou apaixonada por esse cara. Eloquente e de um conhecimento foda.,positivo
Eu quero,positivo
❤️,positivo
👏👏👏👏,positivo
Eu quero 😻,positivo
❤️❤️,positivo
😂,odio
De homenzinho ou de mulher esse ser continua falando bosta...pqp!,odio
Nossa eu adoroooo ele queria muito assistir uma aula dele!😍,positivo
"Eu vou pra escola, pra ficar inteligente. Mas, só se for pra ficar gênio como vc. Rsrst",positivo
👏👏👏👏,positivo
Eu quero,positivo
Eu quero,positivo
Né?,neutro
Cara inteligente ..👏👏👏👏,positivo
Eu quero!,positivo
"Homem, homem, homem .... Que fez o L",positivo
Adoro..... sou capaz de ouvir por horas!,positivo
Perfeito!,positivo
Você é linda,positivo
Pior que educação nem é critério por que o que tem de mestres é doutores falando besteira,positivo
"E por esse mesmo motivo, pessoas acéfalas falam AMIGUES, TODES, ILE, DILE... e nós precisamos ouvir e aceitar ainda, o que é pior.",odio
Eu quero receber.,positivo
Chata,odio
Vc é maravilhoso,positivo
😂😂😂😂,neutro
Eu quero,positivo
Perfeita definição,positivo
Eu quero!,positivo
Perfeito!!!,positivo
Eu quero,positivo
👏👏👏👏👏,positivo
🤜🏼🤛🏼👏🏼👏🏼👏🏼,positivo
Eu quero,positivo
Eu quero,positivo
Muito bom kkk,positivo
Que bom q podem falar como quiserem. 👍,positivo
Genial 👏,positivo
Eu quero,positivo
Perfeito !!!!!,positivo
😍😍😍😍😍👏👏👏,positivo
"Adoroooo @rita_von_hunty! Vai pra escola agora! Kkkkk Às vezes imagino os trolls da internet em casa de aparelho, moletom e pedindo toddynho pra mãe. 😂 Não é correto estereotipar, mas é bom pra minha saúde mental.",positivo
Escreva isso na sua  Bio.... não espere.morrer...... não esqueça das Dorothys  tá?,neutro
👏👏👏👏,positivo
Ninho de mafagafos! Isso mesmo..👏👏👏,positivo
Eu quero.,positivo
Ótimo ....ótimo....esse professor é ótimo!!!,positivo
Eu quero,positivo
👏👏👏👏👏👏👏👏,positivo
Gênio!! Necessário!!,positivo
Uma coisa concordo com Alexandre de Moraes qdo disse que a internet deu voz aos imbecis,positivo
Amo❤️❤️❤️❤️❤️,positivo
Eu quero,positivo
Ótimo comentário para ouvir no volume zero,odio
Eu quero,positivo
👏👏👏,positivo
Jênio ... só os intilijente igual ocê é que pôdi falá ...,odio
😮👏👏👏,positivo
"Estará escrito "" um pessoa que não se aceita...tentando moldar o próximo "".",odio
"Nossa !!! Que definição ótima, achei estremamente didatica, maravilha 👏👏👏👏👏👏👏👏👏👏",positivo
Eu quero,positivo
Eu quero,positivo
Eu queroooooo,positivo
Eu quero,positivo
Eu quero,positivo
Inteligente e lindo sempre,positivo
👏👏👏,positivo
😮😮,neutro
"Inteligente de Rita ou de Guilherme. Incrível. As pessoas emburreceram demais. Argumentação zero. Mandei um primo ir estudar depois das eleições, estava difícil conversar com ele.",positivo
Eu quero,positivo
"Amore... te entendo, também quero bater nas pessoas 🤷🏼‍♀️🤷🏼‍♀️🤭.",positivo
Ele tá falando dele mesmo 😂,odio
"Pode escrever no sua lápide: falhei como homem, falhei também como mulher e ser humano",odio
@carusorosana,neutro
Muito bom!!!!,positivo
Verdade!!!,positivo
AAAAAMOOOOO ESSE CARA !!!!😍😍😍😍😍,positivo
Pura verdade,positivo
"Gente, quando a Rita Roni Von virou homem Tr^ns ??? Buguei o resto de cérebro que me restou, chocaderrima.",positivo
Maeavilhoso !!!!,positivo
"Vai pra escola, agora!👏👏👏❤️❤️",positivo
😂,positivo
👏👏👏,positivo
Verdade!,positivo
Concordo plenamente!,positivo
Fato,positivo
Kkkkkkkkkk 👏👏👏👏👏 verdade,positivo
👏👏👏👏👏👏👏👏👏👏👏,positivo
Você é necessário pro Mundo Todo!! Te amoooooo,positivo
Você é perfeito!!!!!,positivo
E você? Fodão. seu ditador de oz.,positivo
👏,positivo
Essa coisa está falando dela mesmo!,positivo
Tô te ouvindo.😂,positivo
Ueeee resolveu virar hominho,positivo
Ta se transformando na propria Braba Maria Conceição Tavares. Falta só o cigarrin na mao... 😂,positivo
"O rapaz que se fantasia de mulher, dizendo que na Internet  pessoas não tem cérebro?! Só pode se uma piada né!?",odio
Genteeee eu sou apaixonada por esse menino...ele é lindo...dona Rita me perdoa...mas ele é lindo,positivo
Inclusive você,positivo
EU QUERO,positivo
🙌,positivo
Minino! Tu é  cabeça!,positivo
É bonito de mulher e lindo de homem 🙌,positivo
"Uai, que barba é  esta?😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",positivo
Eu quero,positivo
Todos,positivo
Ótimo 👏👏👏,positivo
Eu quero!!!!!!,positivo
"O professor Leandro Karnal definiu o Guilherme/Rita como um intelectual do tempo presente. Realmente, analizar um tema e trazer pra realidade é uma habilidade que poucos têm. Amo esse ser humano!!! ❤️",positivo
"Gente, que gato ele de barba!",positivo
"Sem Internet,  some tudo e fica só a globo",positivo
Eu quero,positivo
Adoro esse cara.......,positivo
Já lascou quando vi o nome do programa,positivo
"Na minha eu quero ""segunda feira eu não vou trabalhar""",positivo
Eu quero!,positivo
Lápide: meu cérebro cozinhou de tanto dar o kú,positivo
Eu quero,positivo
CERTAMENTE VC É UMA DESSAS PESSOAS!,positivo
Viva o exame de próstata,positivo
Ownnnnnnnnnnnnn.....tão insignificante 😂😂😂😂,positivo
Eu quero.,positivo
Uma análise sensacional... parabéns...🚩,positivo
Fantasiado de tia depressiva ou nao.... Só perde para o silencio,positivo
Conversa mole do karalho,positivo
"ME REPRESENTA

O MUNDO E AS PESSOAS, ANTES E PÓS INTERNET COM IMAGENS.

DESTRUIÇÃO TOTAL.",positivo
A mais pura verdade!,positivo
Infelizmente a internet dá voz a isso 😂😂,odio
Eu quero,positivo
Somos duas 😂😂😂😂,positivo
Gui...😍😍😍😍,positivo
Eu quero,positivo
😂😂😂😂,odio
Aí não tenho vulva,neutro
"Como tu Ritinha? Ah, hoje não é Ritinha! Como posso chamar?",positivo
Ele é mais lindo sem estar montado,neutro
Kkkkkkkkkkkkkkkkkkkkkk,odio
Eu c,neutro
Ah como ele é bonitinho!,positivo
Eu preciso ..😂😂😂😂,positivo
Eu quero,positivo
Eu quero!!!,positivo
Eu quero,positivo
Ele fala idêntico à Rita Von Hunch,neutro
"Esse é o seu caso, quando está vestido de mulher. Rsrsrs",odio
Quem é ele?,neutro
"Minha lápide: e por fim, a eterna abstinência.",neutro
Eu quero,positivo
Eu quero,positivo
Minha lapide: Aguardando vocês!😁,neutro
Lindo 💙,positivo
eu quero,positivo
Começando por ti,odio
é muito bom quando a gente se entende 🖤,positivo
❤️,positivo
Amo as suas falas👏👏👏,positivo
Muito bom.,positivo
Eu quwro,positivo
Eu quero!!!,positivo
Sou apaixonado 😍❤️,positivo
Eu quero,positivo
Eu quero receber o episódio,positivo
Eu quero. Tem no Spotify?,positivo
Eu quero,positivo
eu quero,positivo
"meu diagnóstico autista abriu pra muitas coisas inclusive a sexualidade atípica e a demisexualudade está acima da dicotomia hétero - homo, da ditadura do fálico . Duplo espectro autismo-lgbtqia+ é algo correlato .",neutro
💜,positivo
Eu quero,positivo
Eu quero!!,positivo
💜,positivo
"É isso, você descobre que não é um ET como pensava antes",positivo
Eu quero,positivo
Eu quero😍,positivo
E isso! O nome veio como alivio,positivo
Eu queroOo,positivo
Eu encontrei o paraíso qd me deparei com o nome e o conceito. Foi libertador! Respirei da mesma forma.,positivo
Eu quero,positivo
Quero,positivo
Eu quero,positivo
Eu quero!,positivo
Eu quero,positivo
"Eu me vi aí, eu sou Demissexual e foi recentemente que veio pra mim o nome. É bem isso mesmo, um alívio de saber que não sou estranha como sempre de muito nova eu ouvi. Vou lá no Spotify ouvir 😍",positivo
😍,positivo
Eu quero,positivo
Consigo ouvir esse podcast no Deezer ou apenas no Spotify? Adoraria ouvir completo,positivo
Eu quero,positivo
Tbm sou assim.,positivo
Eu quero,positivo
Obrigada!!!,positivo
@umpoucodepeace,positivo
@mundinho.ace @oisomosdemissexuais @aroacememes_ @ace.landia,positivo
😍,positivo
Que fala necessária,positivo
Eu quero.,positivo
Eu quero,positivo
"Discordo, totalmente!",positivo
"Exatamente né? E começa com 1 comprimidinho, hj nem sei qtos tomo... 😢",positivo
"Basta ter boleto e não ter dinheiro pra pagar, certeza que a ansiedade bate na porta. Basta ter contas vencidas e salário atrasado, vontade de estudar, fazer faculdade, mas o salário é insuficiente, basta precisar de psicólogo e não ter dinheiro pra pagar. Percebe - se que precisamos trabalhar dobrado pra ter o mínimo de dinheiro pra ter o mínimo de vida decente e a busca por esse mínimo trás o máximo de ansiedade.",positivo
Fantástico!,positivo
"Guilherme é necessário. Rita é necessária ❤️ eu amo esses dois (sim, pra mim são 2 😂❤️) @rita_von_hunty obrigada por existir!",positivo
Nem vínculo de afeto,positivo
Eu quero,positivo
EU QUERO,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
"Mas pra fazer a revolução, não dá pra ficar chorando em posição fetal na cama né ... Todos devem ter direito a saúde mental!",neutro
"Cara. Nesse exato momento eu estava na faixa de pedestre pra atravessar e vim pra faculdade e meu pensamento era somente um ""se acalma Maria você precisa dar conta, tem o concurso, tem a faculdade, tem o transporte,tem a criança do filho, tem o TCC, tem aquilo, tem isso, calma Maria. Poxaaa eu já deveria ter consigo tudo, eu tô parada, não vejo progressão, me sinto velha pra ainda tá morando de aluguel e não ter uma estabilidade"" meus pensamentos são esses. Eu respiro e respiro, e tento acreditar que não vou cair em ansiedade. Que loucura.",neutro
Cadê a Rita?,neutro
😢 é a prova de que falhamos é todas as lutas por direitos foram vãs 😢,neutro
Falta de vitamina B12. (Ironia),neutro
Eu quero!,positivo
"Ouvindo e pensando, meu Deus, voz igual da Rita. O que uma barba não faz. Irreconhecível!",positivo
